O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/167
Frota Inteligente,Descrição,Frota Inteligente é um conjunto de sistemas que provê agilidade e melhor controle do acesso dos servidores a frota de veículos da UFRN. O aplicativo do usuário torna o processo de solicitação de viagem mais fácil e menos burocrático.,Inventores,Nélio Alessandro Azevedo CachoFrederico Araújo da Silva LopesJosé Alex Medeiros de LimaAndré Morais GurgelAbmael Dantas GomesFelipe Barbalho RochaPedro Cardoso Carvalho,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 002531-5,País,Brasil,https://agir.ufrn.br/vitrine/programas/1728
GARM-REPORT – GERADOR AUTÔNOMO DE RELATÓRIOS DE MONITORAMENTO DE REDES DE COMPUTADORES,Descrição,"O sistema GARM Reports é um módulo de software que integra uma suíte de aplicações corporativa, ERP (Enterprise Resource Planning). A aplicação GARM Reports coleta informações de servidores de monitoramento de redes Zabbix, que é uma ferramenta open-source de monitoramento, a qual organiza informações de diversos clientes, chamando-os de hosts, e as armazena em itens que podem ser convertidos em gráficos que se baseiam no tempo. A ferramenta também permite o usuário agregar vários itens em gráficos compostos. O objetivo desta aplicação é de gerar relatórios contendo gráficos selecionados dos servidores Zabbix da instituição, como uma forma de organizar melhor essas informações no formato de preferência da equipe técnica, através de templates avulsos ou pré-definidos. Esses relatórios poderão ser individuais, contendo imagens de apenas um host, ou agregados que irão conter imagens de vários hosts de um determinado grupo, os quais serão gerados em uma data determinada pelo usuário de forma automática, gerenciada pela aplicação.",Inventores,Dmytres Kelvin dos Santos NunesAndré Gomes da SilvaEdson Moreira Silva NetoSergio Vianna Fialho,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 001876-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1656
GeoLEAP,Descrição,"o GeoLEAP é um software voltado para geoestastística, o qual tem finalidade acadêmica e científica, com código aberto, permitindo que os futuros usuários modifiquem e melhorem os algoritmos desenvolvidos. Ele permite que sejam estudados tanto dados 2D como 3D e apresenta uma série de instruções, para auxiliar os usuários que ainda não dominam os conceitos geoestatísticos. Com ele podem ser criados tanto modelos de reservatório de petróleo, como realizadas análises variográficas. Apesar de ser criado voltado para a indústria petrolífera, não há nenhuma restrição, que não o permita de ser utilizado em outras áreas como: mineração, oceanografia, hidrologia e ciências ambientais.",Inventores,Rodrigo Silva TavaresTarcílio Viana Dutra JúniorMarcos Allyson Felipe RodriguesEdney Rafael Viana Pinheiro GalvãoYoe Alain Reyes Perez,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2019 000075-7,País,Brasil,https://agir.ufrn.br/vitrine/programas/1167
GeoSUS – Gestão de Pacientes,Descrição,O sistema tem por objetivo gerenciar pacientes e planos terapêuticos de casos de doenças epidemiológicas e infectocontagiosas a fim de minimizar os impactos provocados pela falta de integração e interoperabilidade dos atuais Sistemas de Informação em Saúde (SIS) utilizados no Sistema Único de Saúde (SUS) do Brasil.,Inventores,Ricardo Alexsandro de Medeiros ValentimGustavo Fontoura de SouzaDaniel Souza Affonso FerreiraAdonias Delmiro Dantas NetoÁlvaro Ferreira Pires de PaivaJean Jar Pereira de AraújoRodrigo Dantas da SilvaIon Garcia Mascarenhas de AndradeMônica Baumgardt Bay,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte- IFRN",Status,Registro Concedido,Nº do Pedido:BR 51 2019 003008-7,País,Brasil,https://agir.ufrn.br/vitrine/programas/1343
GERIFES.net,Descrição,"O GERIFES.net tem como propósito sistematizar o processo de gestão de riscos nas Instituições Federais de Ensino Superior (IFES) por meio do registro de todas as etapas do processo, desde o cadastro dos objetivos organizacionais, passando pelos eventos que podem comprometer o alcance desses objetivos, classificação dos riscos inerentes, definição da resposta ao risco, estabelecimento de atividades preventivas e, por fim, classificação dos riscos residuais. Ele possibilita a emissão de diversos relatórios gerenciais, tornando ainda mais seguro o processo de tomada de decisão e, consequentemente, o alcance dos objetivos organizacionais.",Inventores,Bruno José Pereira SilvaCarlos Breno Pereira SilvaPatrícia Borba Vilar GuimarãesAndré Morais Gurgel,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Registro Concedido,Nº do Pedido:BR 51 2021 000670-4,País,Brasil,https://agir.ufrn.br/vitrine/programas/1835
GR-HUOL,Descrição,"O GR-HUOL é um sistema web para gerenciamento de acesso ao refeitório do Hospital Universitário Onofre Lopes. Ele permite o cadastro e edição de clientes e de usuários, registrando os dados de entrada durante o horário de funcionamento do local. A partir desses dados, o sistema gera estatísticas sobre as movimentações no refeitório.",Inventores,Ricardo Alexsandro de Medeiros ValentimCustódio Leopoldino de Brito Guerra NetoKarilany Dantas CoutinhoDanieli Silva de Souza RabeloAntonio Cleiton Ribeiro de LimaDeyvison Silas de Lima SantosMatheus da Silva OliveiraMariana de Araújo FigueiredoFernando Lucas de Oliveira FariasCaio Vinicius de Oliveira de FariasJanailton Galvão Pereira,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 002097-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/1674
HEII Estoques,Descrição,Em construção.,Inventores,Alexandre Guilherme Rodrigues VarellaRicardo Pires de SouzaMarco Antônio Leandro Cabral,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 001117-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1593
Hermes,Descrição,"O sistema Hermes é responsável por coletar, limpar, transformar dados em séries temporais e processar tais dados de forma a permitir a análise de uma intervenção em saúde pública ao longo do tempo, verificando diferentes variáveis de interesse de forma multidimensional, ou seja, em diversas áreas, tais como: Campanha, Comunicação, Educação e Epidemiologia.",Inventores,Rafael De Morais PintoRicardo Alexsandro De Medeiros ValentimLyrene Fernandes Da SilvaKathleen Noemi Duarte RegoMauricio Da Silva Oliveira JuniorJuciano De Sousa LacerdaAna Claudia Costa De AraújoEmerson Costa SilvaJailton Carlos De PaivaManoel Benedito NetoJordana Crislayne De Lima PaivaHugo Granjeiro Soares FontesThiago Soares MarquesSidemar Fideles CezarioCristine Martins Gomes De GusmãoArthur Barbalho BrazLorena Karen Praxedes MarizThiago Henrique Câmara De MedeirosCarolina Aires MayerGleyson José Pinheiro Caldeira SilvaRaphael Silva FontesNícolas Vinícius Rodrigues VerasJoão Paulo Queiroz Dos SantosAgnaldo Souza CruzAntonio Higor Freire De Morais,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Registro Concedido,Nº do Pedido:BR 51 2023 000803-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/2235
ILITIA – SISTEMA DE REGULAÇÃO E ENCAMINHAMENTO PARA TRIAGEM DE GESTANTES DE ALTO RISCO,Descrição,"Segundo a Organização Mundial de Saúde, cerca de 9,2% dos 28 milhões de recém-nascidos em todo o mundo são natimortos. Além disso, cerca de 358 mil mulheres morreram devido a complicações relacionadas à gravidez em 2015. Parte dessas mortes poderia ter sido evitada com a melhoria da agilidade no atendimento pré-natal para reconhecer problemas durante a gravidez. Com base nisso, muitos esforços foram feitos para fornecer tecnologias que possam contribuir para oferecer melhor acesso à informação e auxiliar na tomada de decisões. Neste contexto, este trabalho apresenta uma arquitetura para automatizar o processo de classificação e encaminhamento de gestantes entre as unidades básicas de saúde e o hospital de referência por meio de uma plataforma de Telessaúde.",Inventores,Ricardo Alexsandro de Medeiros ValentimYáskara Ygara Menescal Pinto FernandesMike Job Santos Pereira da SilvaJoão Pedro Araújo de MedeirosDiego Rodrigues de CarvalhoBruno Gomes de AraújoGiovani Ângelo Silva da NóbregaJosé Macedo Firmino FilhoPhilippi Sedir Grilo De MoraisLuiz Guilherme Portela Oliveira de CerqueiraMaria da Conceição de Mesquita Cornetta,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte ( IFRN)",Status,Registro concedido,Nº do Pedido:BR 51 2016 001844 5,País,Brasil,https://agir.ufrn.br/vitrine/programas/880
O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/87
Instrumento PMAQ-AB,Descrição,"O sistema permite a aplicação dos instrumentos de avaliação da qualidade da atenção primária, permitindo então o preenchimento dos formulários de forma online ou offline. Além disso, todos os dados de avaliação são transmitidos para um sistema de gestão em nuvem.",Inventores,Jordana Crislayne de Lima PaivaPhilippi Sedir Grilo de MoraisAgnaldo Souza CruzCesimar Xavier de Souza DiasDiego Ferreira de LimaMilena Cristina Duarte de AlmeidaJoão Paulo Queiroz dos SantosRenata Pella TeixeiraAliadne Castorina Soares de SousaMaria de Fatima PereiraDenise Lins de SousaRenata Clarisse Carlos de AndradeKatia Motta Galvão GomesPablo Holanda CardosoRicardo Alexsandro de Medeiros ValentimJoão Marcos Teixeira LacerdaKarilany Dantas CoutinhAntonio Higor Freire de MoraisDaniele Montenegro da Silva BarrosJanaína Luana Rodrigues da SilvaPedro Henrique Germano Evangelista,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Pedido de Registro de software depositado,Nº do Pedido:BR 51 2021 000629-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/1821
Instrumento PMAQ2CEO,Descrição,"O sistema permite a aplicação dos instrumentos de avaliação da qualidade dos serviços dos Centros de Especialidades Odontológicas, permitindo então o preenchimento dos formulários de forma online ou offline. Além disso, todos os dados de avaliação são transmitidos para um sistema de gestão em nuvem.",Inventores,Jordana Crislayne de Lima PaivaJanaína Luana Rodrigues da SilvaAntonio Higor Freire de MoraisJoão Paulo Queiroz dos SantosPhilippi Sedir Grilo de MoraisAlex Fabiano de Araújo FurtunatoFabiano PapaizWelkson Renny de MedeirosLuiz Guilherme Portela Oliveira de CerqueiraDiego Ferreira de LimaBeatriz Soares de SouzaPablo Holanda CardosoRicardo Alexsandro de Medeiros ValentimKarilany Dantas CoutinhoAgnaldo Souza CruzPedro Henrique Germano EvangelistaDaniele Montenegro da Silva Barros,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Pedido de Registro de software depositado,Nº do Pedido:BR 51 2021 000632-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/1825
InsulinAPS,Descrição,"O InsulinAPS é um sistema de gestão multiprofissional voltado para as Unidades de Saúde da Família otimizarem a assistência à saúde dos usuários insulinodependentes. A partir de uma interface intuitiva que permite selecionar entre uma visão global da unidade e uma individualizada por microárea, todos os profissionais tem acesso às funcionalidades que utilizam um banco de informações clínicas atualizável que permite reconhecer, entre outros indicadores, quais são os pacientes com doença descontrolada, com exames/consultas atrasados, com complicações da doença, com necessidade de cuidados constantes na unidade, entre outras funções como emissão de relatórios destes dados.",Inventores,Diorgenes Silva SantosGabriel De Nadai MirandaYasmin Bezerra MariaMaurício Nunes MoiaEdna Maria Dantas OliveiraRafael Rodolfo Tomaz De Lima,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2021 001876-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/1940
INTELLECTUS,Descrição,Ferramenta responsável por carregar periodicamente todas as informações dos pesquisadores diretamente da plataforma do CNPQ - Lattes.,Inventores,Gibeon Soares de Aquino JúniorJean Guerethes Fernandes GuedesLeonardo René dos Santos CamposThiago Marques PereiraAndré Grilo de Sousa,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2016 000899 7,País,Brasil,https://agir.ufrn.br/vitrine/programas/831
INTELLECTUS 2.0,Descrição,Ferramenta responsável por carregar periodicamente todas as informações dos pesquisadores diretamente da plataforma do CNPQ - Lattes.,Inventores,Gibeon Soares de Aquino juniorJean Guerethes Fernandes GuedesLeonardo René dos Santos CamposThiago Marques PereiraAndré Grilo de SousaAdrilúcia Canela de Oliveira GonçalvesMárcia Oliveira de Souza Beserra,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2018 051651-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/1096
INTERFACE DE USUÁRIO PARA POTENCIOSTATO DE EXAME PARA DIAGNÓSTICO DE SÍFILIS CONGÊNITA,Descrição,"Interface de usuário multiplataforma elaborada em Electron e Vue.js para gerenciar dispositivo potenciostato. Através do programa, o usuário pode definir os parâmetros de execução de voltametria, realizar tal procedimento, visualizar os resultados gerados em um gráfico, e enviar os dados para um servidor externo.",Inventores,Pedro Henrique Germano EvangelistaAgnaldo Souza CruzRicardo Alexsandro de Medeiros ValentimKarilany Dantas CoutinhoLuiz Guilherme Portela Oliveira de CerqueiraDionísio Dias Aires de CarvalhoPablo Holanda CardosoMatheus André Coutinho FerreiraPaulo Victor de Azevedo GuerraKathleen Noemi Duarte RegoDiego Ferreira de LimaBeatriz Soares de SouzaLeonardo Judson Galvão de LimaMilena Cristina Duarte de AlmeidaJailton Carlos de PaivaCarlos Alberto Pereira de OliveiraJoão Henrique Vieira da Silva Neto,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Registro Concedido,Nº do Pedido:BR 51 2020 001018-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/1585
IOQ Brasil,Descrição,"O IOQ Brasil é um questionário baseado no instrumento internacional Observable Indicators of Nursing Home Care Quality Instrument (IOQ), sendo um guia de fácil uso que permite você avaliar Instituições de Longa Permanência para Idosos (ILPI) 30 a 40 minutos mediante observação direta.",Inventores,João Pedro Araújo de MedeirosZenewton André da Silva GamaWagner Ivan Fonseca de Oliveira,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2018 000829-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/1086
iVR Boccia,Descrição,"iVR Boccia 3d é um jogo em realidade virtual que simula o ambiente da bocha adaptada visando treinamento de paratletas. O jogo é multiplayer e segue as regras da boccia paralímpica. Foi desenvolvido no software Unity 3D, utilizando C# como linguagem de programação. O software requer utilização do Kit HTC VIVE (óculos de realidade virtual imersiva, câmeras infravermelhas e controladores) para realizar a interface do mundo real com o virtual. A aplicação conta com um ambiente simulado da boccia, além de placar automatizado de acordo com as regras da boccia paralímpica e feedback sonoro. A bocha 3d é um jogo que se utiliza da realidade virtual para simular as condições do esporte bocha adaptada. O software permite aos jogadores experienciar a modalidade, replicando os movimentos dos atletas e calculando as pontuações tal qual a regra oficial do esporte.",Inventores,João Paulo Bezerra FernandesThaisa Lucas Filgueira Souza DantasSeverino Peixoto Nunes NettoMatheus Jancy Bezerra DantasEdgard Morya,Cotitularidade,Instituto de Ensino E Pesquisa Alberto Santos Dumont - ISD / Ministério da Educação - MEC,Status,Registro Concedido,Nº do Pedido:BR 51 2021 001709-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1913
JERIMUM JOBS,Descrição,"Este sistema se propõe a conectar profissionais com as empresas e Instituições de Ciência e Tecnologia credenciadas no Parque Tecnológico Metrópole Digital, incluindo-se portanto as empresas incubadas na Inova Metrópole. Profissionais de todas as áreas poderão se cadastrar no Jerimum Jobs, visualizar oportunidades de trabalho e declarar interesse à esta oportunidade. As empresas, uma vez que seu cadastro seja aprovado pela administração do sistema, poderão cadastrar oportunidades de trabalho e, após declarado interesse do profissional, visualizar o perfil público dos profissionais interessados, bem como mandar mensagens sobre convocações e resultados relativos à seleção.",Inventores,André Santiago da Fonseca SilvaItamir de Morais Barroca FilhoItanildo Augusto Sinnesio DantasFernanda Chacon FontouraSérgio Giordanno Medeiros de LunaDavid Coelho dos SantosAnderson Paiva CruzCarlos Danilo Câmara de OliveiraSebastião Noberto Camêlo Pessôa NetoIsrael Araújo do Nascimento DantasGilmar Vitor da Silva AndradeSabrina Karine Lourenço dos SantosLuciano Eduardo Dantas Bezerra FilhoRafael Garcia DantasBruno Silva dos SantosThiago Jose da SilvaJosé Antonio Bezerra JuniorFelipe Vanderlei Brasil PinheiroMarcos Antonio Cavalcanti JúniorRenno Frank de Melo XavierJacyana Suassuna Nunes,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 000608-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/1487
O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/75
Jogoparto,Descrição,"Trata-se de um jogo educativo e instrutivo que poderá ser usado por parturientes em trabalho de parto, gestantes em pré-natal e indução, como também por puérperas. O jogo foi resultado do projeto de pesquisa de mestrado/UFRN, possui enfoque em cinco áreas: orientações, linguagem (Cordel), lúdico (Desenhos e cores), métodos não farmacológicos de alívio da dor e períodos do parto.",Inventores,ANA PAULA FERREIRA DE SOUZASIMONE PEDROSA LIMAALEXANDRE JACKSON DE MORAIS GAMA,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2024 001514-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/2508
KAIRÓS,Descrição,"O Kairós é um sistema que utiliza a inteligência artificial atrelada ao gerenciamento de processos com a finalidade de otimizar o atendimento em Ouvidoria e o Acesso à Informação, promovendo a melhoria significativa e contínua de seus indicadores. Além de maximizar a eficiência, o uso da ferramenta permite maior qualidade no serviço prestado aos usuários de Ouvidoria, além de valorizar o trabalho essencialmente humano da equipe que realiza o tratamento das demandas. É compatível com os sistemas FalaBR e e-SIC, de uso obrigatório por toda a administração pública federal e pode ser incorporado a qualquer Ouvidoria Pública, independente do tamanho da sua demanda.",Inventores,Elias Jacob de Menezes NetoGerline Duarte Nunes AmorimViviane Ferreira GomesLuiza Helena Magalhães LeirosJonathan Julio Gonçalves dos Santos,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 000960-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/1566
KEYS,Descrição,"O sistema Keys tem como principal objetivo controlar a reserva de salas e outros espaços físicos. Foi desenvolvido em plataforma web, dentre suas funcionalidades destacam-se: solicitação de reserva de espaço físico, aprovação da reserva do espaço físico, entrega da chave, três níveis de acesso: administrador, usuários aptos a realizar reservas e usuários com perfil de recepção (entrega de chaves).",Inventores,André Santiago da Fonseca SilvaFelipe Eduardo Cabral Vianna de SouzaFrancisco Diogo Oliveira de QueirozItamir de Morais Barroca FilhoItanildo Augusto Sinnesio DantasLucio Soares de OliveiraRodrigo Reinaldo FerreiraRafael Fernandes de QueirozMarcos Henrique Afonso Lima FerreiraNayana Paula Lopes de FariasLailson Silva dos SantosJacyana Suassuna NunesLarissa Gilliane melo de MouraGilmar Vitor da Silva Andrade,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2018 000737-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/1078
LABTAM – IA,Descrição,"A plataforma LABTAM-IA, desenvolvida pelo Laboratório de Tecnologia Ambiental (LABTAM) em colaboração com a FINEP e UFRN, é utilizada para processamento de dados na área de ciências dos materiais com ênfase em tecnologias de geração de energia ou gás de síntese com captura de CO2. Esta plataforma é uma solução inovadora que integra recursos de nuvem, banco de dados e modelos de aprendizado de máquina de rápida implementação.

Este software se destaca pela sua facilidade de uso, oferecendo uma interface intuitiva e amigável, permitindo que os pesquisadores realizem análises avançadas sem exigir conhecimento prévio em programação ou desenvolvimento de códigos complexos.

As principais funcionalidades da plataforma incluem:

- Data Warehouse integração com ferramentas de processamento na nuvem;

- Integração com banco de dados para facilitar o acesso e a gestão de dados teóricos e experimentais;

- Modelos de aprendizado de máquina de rápida implementação para análise exploratória de dados;

- Capacidade de testar, analisar, comparar e melhorar materiais transportadores de oxigênio em desenvolvimento.

    O processamento de dados realizado na plataforma proporciona aos pesquisadores a capacidade de identificar novas formulações de transportadores de oxigênio. Dessa forma, a plataforma otimiza o tempo e os recursos dedicados ao processo de identificação de novas formulações e desenvolvimento de materiais, isso contribui significativamente para o avanço no desenvolvimento de tecnologias de recirculação química para a captura de CO2.",Inventores,DULCE MARIA DE ARAÚJO MELOREBECCA ARAÚJO BARROS DO NASCIMENTO SANTIAGORODRIGO CÉSAR SANTIAGOÂNGELO ANDERSON SILVA DE OLIVEIRARODOLFO LUIZ BEZERRA DE ARAÚJO MEDEIROSRENATA MARTINS BRAGA,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2024 001343-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/2504
LaciDriver,Descrição,Software para controle e acionamento de dispositivos em tempo real para Windows. Este software funciona como um Driver de acionamento para dispositivos externos ao computador. Ele permite a comunicação com placas conversoras AD/DA em tempo real. O mesmo roda em alta prioridade no sistema e permite o acionamento de máquinas e dispositivos com garantia de intervalos de tempo fixos (até um limite de 20KHz).,Inventores,Allan de Medeiros MartinsKurios Iuri Pinheiro de Melo QueirozAldayr Dantas de AraújoSamaherni Morais Dias,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 002798-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1748
LÂMPADA-RGB,Descrição,"O software trata de um firmware para microcontrolador que gerencia iluminação artificial multicolorida integrado com um sistema de automação. Utilizando-se desse firmware é possível controlar a cor, a intensidade e a frequência de oscilação da iluminação.",Inventores,Daniel Victor Araújo da SilveiraJosiel Patrício Pereira de OliveiraRicardo José Belo de Vasconcelos Monteiro CavalcantiDiego Rodrigo Cabral SilvaMarcelo Borges NogueiraMarconi Câmara Rodrigues,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001558-4,País,Brasil,https://agir.ufrn.br/vitrine/programas/1242
Letra Livre 2.0,Descrição,"A apropriação da leitura e escrita ainda é um desafio na Educação Básica brasileira. Motivados por esta realidade procedemos à atualização do software educativo Letra Livre, destinado a alunos dos anos iniciais do Ensino Fundamental. A versão 2.0 do Letra Livre é um software educativo livre que se caracteriza pelo uso da atividade gamificada de escrita a partir da interpretação visual e sonora. O Letra Livre 2.0 é uma aplicação Java para desktop e foi desenvolvida seguindo partes da metodologia SCRUM. Esta experiência mostra uma das vantagens em desenvolver recursos que estejam dentro da cultura livre, o que oportuniza, a outros desenvolvedores ou usuários, melhorá-los e adequá-los a outras realidades.",Inventores,Dennys Leite MaiaAmanda Maria Domingos de OliveiraJoão Batista Carvalho NunesIsis Ramona Medeiros da CunhaJoserlene Lima PinheiroMaria Lucimara Rodrigues da Silva CruzJosé Veríssimo do Nascimento Filho,Cotitularidade,Universidade Estadual do Ceará - UECE,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001834-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/1257
"LoCo³ – low code, low complexity, low cost",Descrição,"O programa LoCo³ é um componente de software que pode ser usado com o fim de realizar mapeamentos objeto-relacional e relacional-objeto para fins de persistência e recuperação de dados em aplicações de software. As aplicações alcançam esse componente através de uma interface web com a tecnologia REST e por meio de tecnologia própria. A distinto das demais soluções hoje disponíveis no mercado, esse mapeamento ocorre segundo a metodologia nomeada Metadata Interpretation Driven Development (MIDD), além de ser feito em tempo de execução. Isso oferece ao seu usuário a vantagem de ter um serviço de persistência, transação e controle de acesso a dados usando bases de dados centralizadas ou distribuídas, sem a necessidade de modificações no código a cada domínio de negócio distinto em que o componente for aplicado. Mais especificamente, os dados devem ser encapsulados em objetos do tipo JSON (JavaScript Object Native) e enviados ao componente por meio das interfaces citadas. Essas características conferem à aplicação que usa o componente de software LoCo³ o uso de menos código (Low Code), menor complexidade (Low Complexity), e menor custo (Low Cost). As ações que serão realizadas são de quatro tipos: registrar um novo objeto de dados no banco de dados; ler um ou mais objetos armazenados na base de dados, em conformidade com aplicações filtros para pesquisa e recuperação dos tais; atualizar um objeto já armazenado na base de dados e, por fim, remover um objeto da base de dados. Todas essas operações serão sempre avaliadas a partir da perspectiva das permissões concedidas ao usuário que demanda a operação a ser realizada sobre um objeto (ou conjunto de objetos). Cada objeto, conforme sua classe, possui uma lista de papéis de usuários a ele associados com fim de descrever quem está ou não autorizado a realizar a operação. Caso a autorização seja confirmada, o componente deverá realizar a conversão objeto-relacional e, esse resultado, deve ser direcionado a um driver java JDBC para que esse possa montar os statements SQL e executá-los. Por sua vez, este driver deve retornar o resultado do comando para o componente que deverá, então, realizar o mapeamento relacional-objeto e concluir a operação informando o resultado da requisição ao requisitante original. O formato do encapsulamento dos dados e sua semântica de uso estão melhor detalhados no código do componente.",Inventores,Samuel Xavier de SouzaReinaldo Antônio PettaJúlio Gustavo Soares Firmo da Costa,Cotitularidade,-,Status,Pedido de Registro de software depositado,Nº do Pedido:BR 51 2022 000177-2,País,Brasil,https://agir.ufrn.br/vitrine/programas/2056
Locus,Descrição,"O Locus é um software que atende a demanda de secretarias no gerenciamento de espaços físicos. A plataforma tem três módulos integrados que dão suporte ao gerenciamento: módulo de Usuários (base de dados dos usuários aptos a manipular o software), módulo Chaveiro (controla empréstimos de chaves) e o módulo Reservas (controla os pedidos de alocação de espaços físicos integrado ao Google Agenda).

O módulo Chaveiro atende a demanda das secretarias que possuem claviculários físicos. As chaves emprestadas são registradas por um usuário atendente e a plataforma envia um pedido de confirmação de empréstimo ao usuário solicitante. O sistema registra informações como data e hora do empréstimo, qual Técnico Administrativo liberou a chave, local físico referente à chave, que horas a chave foi devolvida e qual foi o Técnico Administrativo que a recebeu. O módulo está preparado para múltiplas equipes gerenciarem um ou mais claviculários dentro de seus setores. A equipe responsável pelo empréstimo das chaves consegue com mais eficiência e agilidade realizar buscas no histórico de empréstimos, aplicando filtros para facilitar a consulta.

O módulo Reserva atende demanda da secretaria que gerencie espaços físicos como auditórios, salas de aula, laboratórios, entre outros. Nele é permitido que o usuário solicitante indique a natureza da reserva, a quantidade de pessoas e qual o local que deseja reservar. Ao indicar data e horário, a ferramenta consulta no Google Agenda se o local está disponível. Podendo indicar também se a reserva se repetirá em outros dias e horários. Os usuários atendentes conseguem manter a comunicação via Locus, para questionar ao solicitante informações sobre a reserva, podendo devolvê-la para permitir alguma alteração. Todas as interações da reserva ficam registradas para facilitar uma auditoria posterior.",Inventores,GEOMEREZ RADUAN DE OLIVEIRA BANDEIRARAFAEL DOS PRAZERES SOARES DA SILVAVIKTOR FRANCELINO GRUSKA,Cotitularidade,-,Status,Pedido de registro depositado junto ao INPI,Nº do Pedido:BR 51 2024 000464-5,País,Brasil,https://agir.ufrn.br/vitrine/programas/2468
O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/109
